Item,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
1,word1,kicked,neutral,he,context1,"on the playground, ",1,ball,"on the playground, he","on the playground, he kicked the",kicked,the,ball,Did,kick,"on the playground, he kicked the ball",Did he kick the ball?,2,Yes,No,0,0,True,1
2,word2,is baking,neutral,he,context2,"in the kitchen, ",1,photo,"in the kitchen, he","in the kitchen, he is baking a",is baking,a,photo,Is,taking,"in the kitchen, he is baking a photo",Is he taking a photo?,2,Yes,No,0,0,True,2
3,word2_control,stretched,subject1,the mailman,nocontext,,1,letter,the mailman,the mailman stretched his,stretched,his,letter,Did,send,the mailman stretched his letter,Did the mailman send his letter?,2,Yes,No,0,0,True,3
4,nonword,eang,subject2,the guest,nocontext,,1,song,the guest,the guest eang the,eang,the,song,Did,sing,the guest eang the song,Did the guest sing the song?,2,Yes,No,0,0,True,4
5,random,is sarrging,neutral,he,nocontext,,1,book,he,he is sarrging the,is sarrging,the,book,Is,reading,he is sarrging the book,Is he reading the book?,2,Yes,No,0,0,True,5
6,word1,holds,neutral,he,context1,"on the first day after the Christmas holiday, ",1,meeting,"on the first day after the Christmas holiday, he","on the first day after the Christmas holiday, he holds a",holds,a,meeting,Does,hold,"on the first day after the Christmas holiday, he holds a meeting",Does he hold a meeting?,2,Yes,No,0,0,True,6
7,word2,waved,neutral,he,context2,"at the football game, ",1,person,"at the football game, he","at the football game, he waved a",waved,a,person,Did,save,"at the football game, he waved a person",Did he save a person?,2,Yes,No,0,0,True,7
8,word2_control,is watering,subject1,the traveler,nocontext,,1,bag,the traveler,the traveler is watering the,is watering,the,bag,Is,packing,the traveler is watering the bag,Is the traveler packing the bag?,2,Yes,No,0,0,True,8
9,nonword,ailled,subject2,the bored person,nocontext,,1,tank,the bored person,the bored person ailled the,ailled,the,tank,Is,filling,the bored person ailled the tank,Is the bored person filling the tank?,2,Yes,No,0,0,True,9
10,random,defigals,neutral,he,nocontext,,1,bike,he,he defigals a,defigals,a,bike,Does,ride,he defigals a bike,Does he ride a bike?,2,Yes,No,0,0,True,10
11,word1,pulls,neutral,he,context1,"at the entrance, ",1,door,"at the entrance, he","at the entrance, he pulls the",pulls,the,door,Does,pull,"at the entrance, he pulls the door",Does he pull the door?,2,Yes,No,0,0,True,11
12,word2,fried,neutral,he,context2,"in the kitchen, ",1,clothes,"in the kitchen, he","in the kitchen, he fried the",fried,the,clothes,Did,dry,"in the kitchen, he fried the clothes",Did he dry the clothes?,2,Yes,No,0,0,True,12
13,word2_control,posted,subject1,the lazy student,nocontext,,1,exam,the lazy student,the lazy student posted the,posted,the,exam,Did,fail,the lazy student posted the exam,Did the lazy student fail the exam?,2,Yes,No,0,0,True,13
14,nonword,fiped,subject2,the angry boss,nocontext,,1,lawsuit,the angry boss,the angry boss fiped the,fiped,the,lawsuit,Did,file,the angry boss fiped the lawsuit,Did the angry boss file the lawsuit?,2,Yes,No,0,0,True,14
15,random,hamnts,neutral,he,nocontext,,1,boat,he,he hamnts the,hamnts,the,boat,Does,row,he hamnts the boat,Does he row the boat?,2,Yes,No,0,0,True,15
16,word1,seals,neutral,he,context1,"in the brewery, ",1,bottle,"in the brewery, he","in the brewery, he seals the",seals,the,bottle,Does,seal,"in the brewery, he seals the bottle",Does he seal the bottle?,2,Yes,No,0,0,True,16
17,word2,bottled,neutral,he,context2,"in the chemistry lab, ",1,enemy,"in the chemistry lab, he","in the chemistry lab, he bottled the",bottled,the,enemy,Did,battle,"in the chemistry lab, he bottled the enemy",Did he battle the enemy?,2,Yes,No,0,0,True,17
18,word2_control,reduced,subject1,the gullible person,nocontext,,1,claim,the gullible person,the gullible person reduced her,reduced,her,claim,Did,believe,the gullible person reduced her claim,Did the gullible person believe her claim?,2,Yes,No,0,0,True,18
19,nonword,jilled,subject2,the suspect,nocontext,,1,client,the suspect,the suspect jilled the,jilled,the,client,Did,bill,the suspect jilled the client,Did the suspect bill the client?,2,Yes,No,0,0,True,19
20,random,tutches,neutral,he,nocontext,,1,study,he,he tutches the,tutches,the,study,Does,cite,he tutches the study,Does he cite the study?,2,Yes,No,0,0,True,20
21,word1,attached,neutral,he,context1,"in the email, ",1,file,"in the email, he","in the email, he attached the",attached,the,file,Did,attach,"in the email, he attached the file",Did he attach the file?,2,Yes,No,0,0,True,21
22,word2,warns,neutral,he,context2,"during the march, ",1,fortune,"during the march, he","during the march, he warns a",warns,a,fortune,Does,earn,"during the march, he warns a fortune",Does he earn a fortune?,2,Yes,No,0,0,True,22
23,word2_control,discarded,subject1,the driver,nocontext,,1,car,the driver,the driver discarded the,discarded,the,car,Does,bump,the driver discarded the car,Does the driver bump the car?,2,Yes,No,0,0,True,23
24,nonword,cloled,subject2,the teacher,nocontext,,1,gene,the teacher,the teacher cloled the,cloled,the,gene,Did,clone,the teacher cloled the gene,Did the teacher clone the gene?,2,Yes,No,0,0,True,24
25,random,prtics,neutral,he,nocontext,,1,boat,he,he prtics the,prtics,the,boat,Does,dock,he prtics the boat,Does he dock the boat?,2,Yes,No,0,0,True,25
26,word1,dominated,neutral,he,context1,"in the final round of the tournament, ",1,game,"in the final round of the tournament, he","in the final round of the tournament, he dominated the",dominated,the,game,Did,dominate,"in the final round of the tournament, he dominated the game",Did he dominate the game?,2,Yes,No,0,0,True,26
27,word2,drags,neutral,he,context2,"on the train platform, ",1,card,"on the train platform, he","on the train platform, he drags the",drags,the,card,Does,draw,"on the train platform, he drags the card",Does he draw the card?,2,Yes,No,0,0,True,27
28,word2_control,broils,subject1,the carpenter,nocontext,,1,wood,the carpenter,the carpenter broils the,broils,the,wood,Does,drill,the carpenter broils the wood,Does the carpenter drill the wood?,2,Yes,No,0,0,True,28
