Item,verb_condition,verb,subject_condition,subject,context_condition,context,predicate_condition,predicate,Preamble,prefix,CriticalWord,intervention_simple,continuation,aux,verb_1_o,sentence,question,group_id,answer1,answer2,question_delay,correct_answer,with_question,material_id
1,word1,kicked,subject1,the soccer player,nocontext,,1,ball,the soccer player,the soccer player kicked the,kicked,the,ball,Did,kick,the soccer player kicked the ball,Did the soccer player kick the ball?,4,Yes,No,0,0,True,1
2,word2,is baking,subject2,the pastry chef,nocontext,,1,photo,the pastry chef,the pastry chef is baking a,is baking,a,photo,Is,taking,the pastry chef is baking a photo,Is the pastry chef taking a photo?,4,Yes,No,0,0,True,2
3,word2_control,stretched,neutral,he,nocontext,,1,letter,he,he stretched his,stretched,his,letter,Did,send,he stretched his letter,Did he send his letter?,4,Yes,No,0,0,True,3
4,nonword,eang,neutral,he,context1,"on the stage in the tavern, ",1,song,"on the stage in the tavern, he","on the stage in the tavern, he eang the",eang,the,song,Did,sing,"on the stage in the tavern, he eang the song",Did he sing the song?,4,Yes,No,0,0,True,4
5,random,is sarrging,neutral,he,context2,"after the manager resigned, ",1,book,"after the manager resigned, he","after the manager resigned, he is sarrging the",is sarrging,the,book,Is,reading,"after the manager resigned, he is sarrging the book",Is he reading the book?,4,Yes,No,0,0,True,5
6,word1,holds,subject1,the manager,nocontext,,1,meeting,the manager,the manager holds a,holds,a,meeting,Does,hold,the manager holds a meeting,Does the manager hold a meeting?,4,Yes,No,0,0,True,6
7,word2,waved,subject2,the spectator,nocontext,,1,person,the spectator,the spectator waved a,waved,a,person,Did,save,the spectator waved a person,Did the spectator save a person?,4,Yes,No,0,0,True,7
8,word2_control,is watering,neutral,he,nocontext,,1,bag,he,he is watering the,is watering,the,bag,Is,packing,he is watering the bag,Is he packing the bag?,4,Yes,No,0,0,True,8
9,nonword,ailled,neutral,he,context1,"before a road trip, ",1,tank,"before a road trip, he","before a road trip, he ailled the",ailled,the,tank,Is,filling,"before a road trip, he ailled the tank",Is he filling the tank?,4,Yes,No,0,0,True,9
10,random,defigals,neutral,he,context2,"on a mission, ",1,bike,"on a mission, he","on a mission, he defigals a",defigals,a,bike,Does,ride,"on a mission, he defigals a bike",Does he ride a bike?,4,Yes,No,0,0,True,10
11,word1,pulls,subject1,the visitor,nocontext,,1,door,the visitor,the visitor pulls the,pulls,the,door,Does,pull,the visitor pulls the door,Does the visitor pull the door?,4,Yes,No,0,0,True,11
12,word2,fried,subject2,the cook,nocontext,,1,clothes,the cook,the cook fried the,fried,the,clothes,Did,dry,the cook fried the clothes,Did the cook dry the clothes?,4,Yes,No,0,0,True,12
13,word2_control,posted,neutral,he,nocontext,,1,exam,he,he posted the,posted,the,exam,Did,fail,he posted the exam,Did he fail the exam?,4,Yes,No,0,0,True,13
14,nonword,fiped,neutral,he,context1,"after negotiation failed, ",1,lawsuit,"after negotiation failed, he","after negotiation failed, he fiped the",fiped,the,lawsuit,Did,file,"after negotiation failed, he fiped the lawsuit",Did he file the lawsuit?,4,Yes,No,0,0,True,14
15,random,hamnts,neutral,he,context2,"in the field, ",1,boat,"in the field, he","in the field, he hamnts the",hamnts,the,boat,Does,row,"in the field, he hamnts the boat",Does he row the boat?,4,Yes,No,0,0,True,15
16,word1,seals,subject1,the brewer,nocontext,,1,bottle,the brewer,the brewer seals the,seals,the,bottle,Does,seal,the brewer seals the bottle,Does the brewer seal the bottle?,4,Yes,No,0,0,True,16
17,word2,bottled,subject2,the lab technician,nocontext,,1,enemy,the lab technician,the lab technician bottled the,bottled,the,enemy,Did,battle,the lab technician bottled the enemy,Did the lab technician battle the enemy?,4,Yes,No,0,0,True,17
18,word2_control,reduced,neutral,he,nocontext,,1,claim,he,he reduced her,reduced,her,claim,Did,believe,he reduced her claim,Did he believe her claim?,4,Yes,No,0,0,True,18
19,nonword,jilled,neutral,he,context1,"after a thoughtful conversation, ",1,client,"after a thoughtful conversation, he","after a thoughtful conversation, he jilled the",jilled,the,client,Did,bill,"after a thoughtful conversation, he jilled the client",Did he bill the client?,4,Yes,No,0,0,True,19
20,random,tutches,neutral,he,context2,"in the canteen, ",1,study,"in the canteen, he","in the canteen, he tutches the",tutches,the,study,Does,cite,"in the canteen, he tutches the study",Does he cite the study?,4,Yes,No,0,0,True,20
21,word1,attached,subject1,the secretary,nocontext,,1,file,the secretary,the secretary attached the,attached,the,file,Did,attach,the secretary attached the file,Did the secretary attach the file?,4,Yes,No,0,0,True,21
22,word2,warns,subject2,the policeman,nocontext,,1,fortune,the policeman,the policeman warns a,warns,a,fortune,Does,earn,the policeman warns a fortune,Does the policeman earn a fortune?,4,Yes,No,0,0,True,22
23,word2_control,discarded,neutral,he,nocontext,,1,car,he,he discarded the,discarded,the,car,Does,bump,he discarded the car,Does he bump the car?,4,Yes,No,0,0,True,23
24,nonword,cloled,neutral,he,context1,"in the biology lab, ",1,gene,"in the biology lab, he","in the biology lab, he cloled the",cloled,the,gene,Did,clone,"in the biology lab, he cloled the gene",Did he clone the gene?,4,Yes,No,0,0,True,24
25,random,prtics,neutral,he,context2,"trying to be playful, ",1,boat,"trying to be playful, he","trying to be playful, he prtics the",prtics,the,boat,Does,dock,"trying to be playful, he prtics the boat",Does he dock the boat?,4,Yes,No,0,0,True,25
26,word1,dominated,subject1,the superstar,nocontext,,1,game,the superstar,the superstar dominated the,dominated,the,game,Did,dominate,the superstar dominated the game,Did the superstar dominate the game?,4,Yes,No,0,0,True,26
27,word2,drags,subject2,the traveller,nocontext,,1,card,the traveller,the traveller drags the,drags,the,card,Does,draw,the traveller drags the card,Does the traveller draw the card?,4,Yes,No,0,0,True,27
28,word2_control,broils,neutral,he,nocontext,,1,wood,he,he broils the,broils,the,wood,Does,drill,he broils the wood,Does he drill the wood?,4,Yes,No,0,0,True,28
29,nonword,evatuated,neutral,he,context1,"due to the risk of an explosion, ",1,building,"due to the risk of an explosion, he","due to the risk of an explosion, he evatuated the",evatuated,the,building,Did,evacuate,"due to the risk of an explosion, he evatuated the building",Did he evacuate the building?,4,Yes,No,0,0,True,29
